Data,Mes,Setor,Turno,Volume_Total,SLA_Real_%,Pacotes_Atrasados,Tempo_Medio_Seg,Motivo_Atraso
2026-08-06,8,Inventário,Turno 3,9820,98.99,98,192,Dentro do Prazo
2026-08-07,8,Recebimento,Turno 3,7985,98.34,132,384,Dentro do Prazo
2026-08-07,8,Picking,Turno 3,5336,93.22,361,237,Indisponibilidade de Sistema
2026-08-07,8,Packing,Turno 2,10447,99.37,66,288,Dentro do Prazo
2026-08-07,8,Expedição,Turno 1,12446,94.33,705,443,Erro de bipagem
2026-08-07,8,Devolução (DV),Turno 3,5314,93.91,323,366,Erro de bipagem
2026-08-07,8,Inventário,Turno 2,9876,95.74,420,335,Problema de etiqueta
2026-08-08,8,Recebimento,Turno 2,10592,97.62,252,181,Problema de etiqueta
2026-08-08,8,Picking,Turno 1,5721,96.1,222,192,Falta de FTE (Mão de obra)
2026-08-08,8,Packing,Turno 1,11751,95.01,586,417,Indisponibilidade de Sistema
2026-08-08,8,Expedição,Turno 3,6117,95.81,256,350,Erro de bipagem
2026-08-08,8,Devolução (DV),Turno 3,6647,94.72,350,295,Erro de bipagem
2026-08-08,8,Inventário,Turno 2,5142,99.28,36,381,Dentro do Prazo
2026-08-09,8,Recebimento,Turno 3,8435,96.01,336,359,Gargalo no Sortter
2026-08-09,8,Picking,Turno 1,12069,96.41,433,316,Problema de etiqueta
2026-08-09,8,Packing,Turno 1,6717,99.97,1,223,Dentro do Prazo
2026-08-09,8,Expedição,Turno 2,7786,98.03,153,387,Dentro do Prazo
2026-08-09,8,Devolução (DV),Turno 1,14480,94.69,769,319,Problema de etiqueta
2026-08-09,8,Inventário,Turno 2,6504,98.19,117,251,Dentro do Prazo
2026-08-10,8,Recebimento,Turno 1,6690,93.39,442,286,Falta de FTE (Mão de obra)
2026-08-10,8,Picking,Turno 3,8303,93.6,531,318,Indisponibilidade de Sistema
2026-08-10,8,Packing,Turno 1,12850,97.21,358,400,Gargalo no Sortter
2026-08-10,8,Expedição,Turno 2,14940,96.53,518,235,Gargalo no Sortter
2026-08-10,8,Devolução (DV),Turno 1,9485,94.93,481,281,Problema de etiqueta
2026-08-10,8,Inventário,Turno 2,13100,98.0,262,379,Gargalo no Sortter
2026-08-11,8,Recebimento,Turno 2,14448,94.26,828,318,Erro de bipagem
2026-08-11,8,Picking,Turno 1,11999,92.24,931,294,Erro de bipagem
2026-08-11,8,Packing,Turno 3,14665,97.34,389,335,Gargalo no Sortter
2026-08-11,8,Expedição,Turno 1,13464,97.23,373,363,Falta de FTE (Mão de obra)
2026-08-11,8,Devolução (DV),Turno 1,6051,98.78,73,298,Dentro do Prazo
2026-08-11,8,Inventário,Turno 3,12538,96.05,495,393,Indisponibilidade de Sistema
2026-08-12,8,Recebimento,Turno 1,11320,94.25,650,237,Gargalo no Sortter
2026-08-12,8,Picking,Turno 1,5307,97.42,136,284,Problema de etiqueta
2026-08-12,8,Packing,Turno 1,6251,96.98,188,262,Indisponibilidade de Sistema
2026-08-12,8,Expedição,Turno 2,10305,94.23,595,417,Problema de etiqueta
2026-08-12,8,Devolução (DV),Turno 3,13039,94.51,716,389,Atraso na descarga
2026-08-12,8,Inventário,Turno 2,7863,98.68,104,387,Dentro do Prazo
2026-08-13,8,Recebimento,Turno 1,11513,99.43,65,316,Dentro do Prazo
2026-08-13,8,Picking,Turno 1,5183,96.76,167,321,Atraso na descarga
2026-08-13,8,Packing,Turno 2,13728,99.31,95,246,Dentro do Prazo
2026-08-13,8,Expedição,Turno 2,6273,92.04,499,297,Erro de bipagem
2026-08-13,8,Devolução (DV),Turno 3,6096,98.01,121,189,Dentro do Prazo
2026-08-13,8,Inventário,Turno 1,13002,94.35,734,374,Atraso na descarga
2026-08-14,8,Recebimento,Turno 2,8354,92.44,631,342,Falta de FTE (Mão de obra)
2026-08-14,8,Picking,Turno 1,11305,98.85,130,319,Dentro do Prazo
2026-08-14,8,Packing,Turno 2,12299,94.51,675,362,Atraso na descarga
2026-08-14,8,Expedição,Turno 2,11511,94.17,670,268,Atraso na descarga
2026-08-14,8,Devolução (DV),Turno 2,14793,93.48,964,328,Gargalo no Sortter
2026-08-14,8,Inventário,Turno 2,10552,98.58,149,432,Dentro do Prazo
2026-08-15,8,Recebimento,Turno 2,13185,94.4,738,204,Atraso na descarga
2026-08-15,8,Picking,Turno 3,14175,92.93,1001,249,Erro de bipagem
2026-08-15,8,Packing,Turno 1,7672,92.36,585,270,Gargalo no Sortter
2026-08-15,8,Expedição,Turno 3,13721,92.85,981,406,Erro de bipagem
2026-08-15,8,Devolução (DV),Turno 1,7773,96.19,296,371,Gargalo no Sortter
2026-08-15,8,Inventário,Turno 3,12409,96.48,436,359,Falta de FTE (Mão de obra)
2026-08-16,8,Recebimento,Turno 2,6008,92.66,440,382,Gargalo no Sortter
2026-08-16,8,Picking,Turno 3,9668,98.24,170,416,Dentro do Prazo
2026-08-16,8,Packing,Turno 2,6716,95.71,287,235,Atraso na descarga
2026-08-16,8,Expedição,Turno 3,9538,99.84,14,376,Dentro do Prazo
2026-08-16,8,Devolução (DV),Turno 1,5584,99.17,46,181,Dentro do Prazo
2026-08-16,8,Inventário,Turno 3,12616,97.6,303,209,Falta de FTE (Mão de obra)
2026-08-17,8,Recebimento,Turno 1,10898,96.26,407,269,Erro de bipagem
2026-08-17,8,Picking,Turno 3,5890,97.99,118,399,Indisponibilidade de Sistema
2026-08-17,8,Packing,Turno 3,8961,98.35,147,282,Dentro do Prazo
2026-08-17,8,Expedição,Turno 1,8806,98.26,153,363,Dentro do Prazo
2026-08-17,8,Devolução (DV),Turno 2,11686,92.42,885,255,Indisponibilidade de Sistema
2026-08-17,8,Inventário,Turno 3,5896,95.66,255,219,Indisponibilidade de Sistema
2026-08-18,8,Recebimento,Turno 3,14828,96.91,457,428,Indisponibilidade de Sistema
2026-08-18,8,Picking,Turno 3,11837,99.18,96,388,Dentro do Prazo
2026-08-18,8,Packing,Turno 3,9117,95.82,381,387,Falta de FTE (Mão de obra)
2026-08-18,8,Expedição,Turno 1,11845,98.45,184,196,Dentro do Prazo
2026-08-18,8,Devolução (DV),Turno 3,13848,98.68,183,257,Dentro do Prazo
2026-08-18,8,Inventário,Turno 2,9524,98.73,121,193,Dentro do Prazo
2026-08-19,8,Recebimento,Turno 2,14454,93.12,994,322,Indisponibilidade de Sistema
2026-08-19,8,Picking,Turno 3,8580,95.08,422,420,Problema de etiqueta
2026-08-19,8,Packing,Turno 1,7462,94.43,415,342,Falta de FTE (Mão de obra)
2026-08-19,8,Expedição,Turno 3,14275,92.95,1006,237,Problema de etiqueta
2026-08-19,8,Devolução (DV),Turno 1,12984,95.37,601,205,Problema de etiqueta
2026-08-19,8,Inventário,Turno 1,12982,95.8,544,199,Indisponibilidade de Sistema
2026-08-20,8,Recebimento,Turno 3,9485,93.29,636,421,Falta de FTE (Mão de obra)
2026-08-20,8,Picking,Turno 2,11289,94.66,603,428,Erro de bipagem
2026-08-20,8,Packing,Turno 3,9621,98.76,119,223,Dentro do Prazo
2026-08-20,8,Expedição,Turno 2,12566,96.9,389,418,Atraso na descarga
2026-08-20,8,Devolução (DV),Turno 3,6003,97.55,147,279,Atraso na descarga
2026-08-20,8,Inventário,Turno 1,14890,95.23,710,223,Erro de bipagem
2026-08-21,8,Recebimento,Turno 3,6895,94.56,375,324,Problema de etiqueta
2026-08-21,8,Picking,Turno 1,6073,92.85,434,343,Falta de FTE (Mão de obra)
2026-08-21,8,Packing,Turno 1,14343,97.27,392,418,Falta de FTE (Mão de obra)
2026-08-21,8,Expedição,Turno 2,8907,96.45,316,387,Gargalo no Sortter
2026-08-21,8,Devolução (DV),Turno 2,9827,99.26,72,416,Dentro do Prazo
2026-08-21,8,Inventário,Turno 2,10313,96.46,365,425,Atraso na descarga
2026-08-22,8,Recebimento,Turno 1,9887,99.75,24,338,Dentro do Prazo
2026-08-22,8,Picking,Turno 3,8558,93.76,533,443,Gargalo no Sortter
2026-08-22,8,Packing,Turno 3,11726,99.47,61,282,Dentro do Prazo
2026-08-22,8,Expedição,Turno 1,6001,94.53,328,409,Falta de FTE (Mão de obra)
2026-08-22,8,Devolução (DV),Turno 3,13849,92.34,1060,400,Atraso na descarga
2026-08-22,8,Inventário,Turno 1,5422,97.85,116,350,Falta de FTE (Mão de obra)
2026-08-23,8,Recebimento,Turno 3,12549,93.17,856,301,Problema de etiqueta
2026-08-23,8,Picking,Turno 1,7541,92.86,538,272,Erro de bipagem
2026-08-23,8,Packing,Turno 1,7053,94.01,422,325,Gargalo no Sortter
2026-08-23,8,Expedição,Turno 1,6447,96.38,233,408,Erro de bipagem
2026-08-23,8,Devolução (DV),Turno 3,14417,96.58,492,291,Indisponibilidade de Sistema
2026-08-23,8,Inventário,Turno 3,11519,92.31,885,285,Indisponibilidade de Sistema
2026-08-24,8,Recebimento,Turno 2,8722,97.7,200,275,Indisponibilidade de Sistema
2026-08-24,8,Picking,Turno 2,10054,95.16,486,393,Atraso na descarga
2026-08-24,8,Packing,Turno 3,12701,93.06,881,329,Problema de etiqueta
2026-08-24,8,Expedição,Turno 1,7806,94.13,458,430,Falta de FTE (Mão de obra)
2026-08-24,8,Devolução (DV),Turno 2,10634,99.98,2,255,Dentro do Prazo
2026-08-24,8,Inventário,Turno 2,13790,95.68,596,197,Falta de FTE (Mão de obra)
2026-08-25,8,Recebimento,Turno 2,14032,93.45,919,262,Erro de bipagem
2026-08-25,8,Picking,Turno 1,5124,93.78,318,226,Problema de etiqueta
2026-08-25,8,Packing,Turno 3,7931,96.37,287,209,Atraso na descarga
2026-08-25,8,Expedição,Turno 1,7971,93.04,554,427,Gargalo no Sortter
2026-08-25,8,Devolução (DV),Turno 1,7415,95.54,330,253,Problema de etiqueta
2026-08-25,8,Inventário,Turno 1,5717,97.79,126,273,Erro de bipagem
2026-08-26,8,Recebimento,Turno 2,11782,92.13,926,295,Falta de FTE (Mão de obra)
2026-08-26,8,Picking,Turno 2,12905,92.61,953,190,Indisponibilidade de Sistema
2026-08-26,8,Packing,Turno 2,6620,98.68,87,352,Dentro do Prazo
2026-08-26,8,Expedição,Turno 2,8792,93.85,540,243,Problema de etiqueta
2026-08-26,8,Devolução (DV),Turno 1,11401,99.41,67,233,Dentro do Prazo
2026-08-26,8,Inventário,Turno 2,10450,95.36,484,422,Indisponibilidade de Sistema
2026-08-27,8,Recebimento,Turno 3,6553,98.86,74,366,Dentro do Prazo
2026-08-27,8,Picking,Turno 2,6881,99.57,29,418,Dentro do Prazo
2026-08-27,8,Packing,Turno 2,11447,97.58,276,367,Problema de etiqueta
2026-08-27,8,Expedição,Turno 1,14548,96.53,504,425,Gargalo no Sortter
2026-08-27,8,Devolução (DV),Turno 2,11785,92.5,884,258,Erro de bipagem
2026-08-27,8,Inventário,Turno 3,6902,96.11,268,242,Erro de bipagem
2026-08-28,8,Recebimento,Turno 1,12143,92.75,880,320,Indisponibilidade de Sistema
2026-08-28,8,Picking,Turno 3,6789,93.31,454,242,Problema de etiqueta
2026-08-28,8,Packing,Turno 1,5464,93.81,338,187,Gargalo no Sortter
2026-08-28,8,Expedição,Turno 3,10956,92.72,797,297,Problema de etiqueta
2026-08-28,8,Devolução (DV),Turno 2,14117,94.24,813,449,Indisponibilidade de Sistema
2026-08-28,8,Inventário,Turno 2,5969,97.3,161,359,Gargalo no Sortter
2026-08-29,8,Recebimento,Turno 3,8195,98.07,157,374,Dentro do Prazo
2026-08-29,8,Picking,Turno 1,8982,95.16,435,285,Indisponibilidade de Sistema
2026-08-29,8,Packing,Turno 2,8092,98.44,125,206,Dentro do Prazo
2026-08-29,8,Expedição,Turno 1,12478,93.23,844,327,Problema de etiqueta
2026-08-29,8,Devolução (DV),Turno 1,9933,94.77,519,403,Falta de FTE (Mão de obra)
2026-08-29,8,Inventário,Turno 2,13975,93.37,926,209,Erro de bipagem
2026-08-30,8,Recebimento,Turno 1,5044,94.7,267,213,Indisponibilidade de Sistema
2026-08-30,8,Picking,Turno 2,14021,99.81,26,201,Dentro do Prazo
2026-08-30,8,Packing,Turno 2,5691,99.17,47,410,Dentro do Prazo
2026-08-30,8,Expedição,Turno 3,11382,98.32,190,327,Dentro do Prazo
2026-08-30,8,Devolução (DV),Turno 3,6032,96.36,219,229,Atraso na descarga
2026-08-30,8,Inventário,Turno 1,6873,92.36,524,305,Problema de etiqueta
2026-08-31,8,Recebimento,Turno 2,8748,92.66,642,256,Atraso na descarga
2026-08-31,8,Picking,Turno 3,10929,95.56,485,274,Gargalo no Sortter
2026-08-31,8,Packing,Turno 2,9675,99.82,17,338,Dentro do Prazo
2026-08-31,8,Expedição,Turno 2,10308,97.1,298,274,Gargalo no Sortter
2026-08-31,8,Devolução (DV),Turno 3,5287,96.96,160,317,Gargalo no Sortter
2026-08-31,8,Inventário,Turno 3,5129,96.95,156,323,Erro de bipagem
